CN;Heilongjiang;Songjiang;46.8344;130.432
FR;Nouvelle-Aquitaine;Villefagnan;46.0134;0.07924
FR;Auvergne-Rhône-Alpes;Thonon-les-Bains;46.3705;6.47985
FR;Auvergne-Rhône-Alpes;Belleville;46.1087;4.7492
FR;Nouvelle-Aquitaine;Ars-en-Ré;46.208;-1.51595
CA;Quebec;L'Ancienne-Lorette;46.7939;-71.3519
CA;Quebec;Québec;46.8123;-71.2145
US;Montana;Helena;46.6222;-112.023
US;Minnesota;Brainerd;46.3677;-94.1875
US;Montana;Hamilton;46.2483;-114.172
CA;Prince Edward Island;Stratford;46.2587;-63.1325
US;Washington;Union Gap;46.5789;-120.451
US;Washington;Toppenish;46.3782;-120.344
CA;Quebec;Rawdon;46.0501;-73.7159
US;Minnesota;Moorhead;46.868;-96.7759
CA;New Brunswick;Moncton;46.0878;-64.7782
US;Minnesota;Brainerd;46.3527;-94.202
FR;Nouvelle-Aquitaine;Guéret;46.2276;2.21375
US;Montana;Hamilton;46.2487;-114.159
US;Oregon;Clatskanie;46.1068;-123.207
CA;Prince Edward Island;Kensington;46.4334;-63.6487
US;Montana;Butte;46.0038;-112.535
CA;Quebec;Québec (Charlesbourg);46.8548;-71.281
US;Wisconsin;Bayfield;46.8103;-90.8169
CA;Quebec;Berthierville;46.0852;-73.1843
US;Washington;Aberdeen;46.9754;-123.816
CA;Quebec;Saint-Victor;46.1694;-70.9889
US;North Dakota;Fargo (Northport);46.9101;-96.7866
US;Washington;Richland;46.2804;-119.275
US;Minnesota;Duluth;46.8014;-92.0925
US;Minnesota;Hermantown;46.7956;-92.2025
CA;New Brunswick;Teeds Mills;46.1221;-67.6067
US;Minnesota;Garrison;46.2944;-93.8269
US;Montana;Missoula;46.8636;-114.046
CA;Ontario;Elliot Lake;46.3736;-82.6779
CA;New Brunswick;Moncton;46.085;-64.8245
US;Montana;Missoula;46.8501;-113.987
US;Washington;Pullman;46.7313;-117.18
US;Montana;Missoula;46.9199;-114.065
CA;New Brunswick;Woodstock;46.1503;-67.6034
SI;Domžale;Domžale;46.126;14.5888
US;Washington;Walla Walla;46.0268;-118.317
CA;Quebec;Rivière-Rouge;46.4168;-74.866
CA;Quebec;Mont-Laurier;46.5506;-75.4887
CA;Quebec;La Minerve;46.2501;-74.9326
CA;Quebec;Saint-Raphaël;46.2501;-76.0161
CA;Quebec;Ferme-Neuve;46.7001;-75.4493
CA;Quebec;Mont-Laurier;46.5501;-75.4993
CA;Quebec;Victoriaville;46.0501;-71.9658
CA;Quebec;Saint-Boniface;46.5001;-75.9826
CA;New Brunswick;Hartland;46.1882;-67.6238
US;Michigan;Bessemer;46.499;-90.0232
US;Washington;Eatonville;46.8673;-122.267
CA;Quebec;Lévis;46.8033;-71.1779
CA;Quebec;L'Ange-Gardien;46.9198;-71.0825
CA;Quebec;Notre-Dame-des-Prairies;46.0501;-73.4324
CA;Quebec;Joliette;46.0164;-73.4236
CA;Quebec;Château-Richer;46.9603;-71.0322
US;Maine;Presque Isle;46.7029;-68.04
CA;Quebec;Sorel-Tracy;46.0418;-73.1136
CA;Quebec;Trois-Rivières (Trois-Rivières-Ouest);46.342;-72.6236
CA;Quebec;Saint-Georges;46.1135;-70.6653
CA;Quebec;Nicolet;46.2309;-72.6129
CA;Quebec;Bécancour;46.3411;-72.4322
CA;Quebec;Sainte-Catherine;46.3184;-72.5663
CA;Quebec;Daveluyville;46.2001;-72.1324
CA;Quebec;Pierreville;46.0703;-72.8112
CA;Quebec;Sainte-Agathe-des-Monts;46.0501;-74.2825
CA;Quebec;Trois-Rivières;46.3451;-72.5477
US;Michigan;Iron River;46.0908;-88.64
US;Michigan;Caspian;46.0643;-88.6329
US;Michigan;Iron River;46.0916;-88.6379
CA;Ontario;North Bay;46.3168;-79.4663
US;North Dakota;Casselton;46.9005;-97.2112
CA;New Brunswick;Moncton;46.0843;-64.8118
CA;Quebec;Mont-Tremblant;46.2127;-74.5844
CA;Quebec;La Conception;46.1501;-74.6992
CA;Quebec;Shawinigan;46.5667;-72.7491
CA;Quebec;Sainte-Thècle;46.8168;-72.4991
CA;Quebec;Hérouxville;46.6662;-72.6251
CA;Quebec;Plessisville;46.2186;-71.762
CA;Ontario;Sault Ste. Marie;46.5136;-84.3358
CA;Nova Scotia;Sydney;46.1351;-60.1831
CA;Nova Scotia;Sydney;46.1368;-60.1942
CA;Nova Scotia;Balls Creek;46.15;-60.3112
CA;Nova Scotia;Sydney Mines;46.2367;-60.2177
US;Maine;Presque Isle;46.7027;-67.99
US;Maine;Caribou;46.864;-67.998
US;Maine;Presque Isle;46.6978;-68.0062
US;Washington;Lacey;46.9988;-122.831
US;North Dakota;Bismarck;46.8042;-100.788
US;North Dakota;Fargo;46.8772;-96.7898
US;Minnesota;Moorhead;46.8738;-96.7678
US;North Dakota;West Fargo;46.875;-96.9004
US;North Dakota;Hebron;46.9006;-102.045
CA;New Brunswick;Moncton;46.0945;-64.7965
CA;New Brunswick;McEwen;46.1452;-64.7861
CA;Prince Edward Island;Summerside;46.3912;-63.7887
US;North Dakota;Fargo;46.8647;-96.8263
US;Minnesota;Oakport;46.9319;-96.779
US;Idaho;Lewiston;46.4004;-117.001
US;Minnesota;Moorhead;46.8739;-96.7695
CA;Quebec;Berthierville;46.0834;-73.1824
CA;Quebec;Saint-Gabriel;46.3001;-73.3824
CA;Quebec;Thetford-Mines;46.0937;-71.3054
CA;Quebec;Saint-Pierre-les-Becquets;46.5;-72.1991
CA;Quebec;Sainte-Béatrix;46.2001;-73.6159
CA;Quebec;Saint-Pie-V;46.0035;-72.7469
CA;Quebec;Saint Thomas de Montmagny;46.9804;-70.5549
US;North Dakota;Horace;46.7589;-96.9037
CA;New Brunswick;Moncton;46.1124;-64.7143
CA;Prince Edward Island;Alberton;46.8168;-64.0654
CA;Prince Edward Island;Charlottetown;46.2346;-63.1256
CA;Prince Edward Island;Cornwall;46.2265;-63.2181
CA;Prince Edward Island;Summerside;46.3934;-63.7902
CA;Ontario;Greater Sudbury (Sudbury);46.4915;-80.9921
CA;Ontario;Cache Bay;46.3668;-79.983
CA;Ontario;Greater Sudbury (Sudbury);46.5067;-80.9421
CA;Ontario;Greater Sudbury (Sudbury);46.5076;-80.9442
CA;Ontario;Espanola;46.2584;-81.7665
CA;Ontario;Greater Sudbury (Sudbury);46.4979;-80.9899
CA;Quebec;Saint-Côme--Linière;46.0668;-70.5157
US;Washington;Morton;46.5584;-122.275
CA;Quebec;Maniwaki;46.3834;-75.966
US;Minnesota;Duluth;46.8221;-92.1866
US;Minnesota;Duluth (Downtown - Waterfront);46.7877;-92.0998
US;Minnesota;Duluth;46.7867;-92.1005
US;Michigan;Sault Ste. Marie;46.4977;-84.3476
US;Minnesota;Duluth (West Duluth);46.7319;-92.1661
US;Michigan;Negaunee;46.5091;-87.6069
US;Minnesota;Baxter;46.3395;-94.2972
US;Washington;Long Beach;46.3523;-124.054
US;Oregon;Warrenton;46.1278;-123.927
US;Minnesota;Staples;46.3557;-94.7948
US;Wisconsin;Hayward;46.013;-91.4846
CA;Quebec;Saint-Ambroise;46.0765;-73.5564
CA;Quebec;Saint-Augustin-de-Desmaures;46.7406;-71.4513
CA;Quebec;Saint-Thomas;46.0168;-73.3492
CA;Quebec;Saint-Lambert-de-Lauzon;46.5862;-71.2089
FR;Nouvelle-Aquitaine;Niort;46.3231;-0.45877
CA;Quebec;Témiscaming;46.7212;-79.0971
CA;Quebec;Notre-Dame-du-Lac;46.7501;-79.0496
US;Michigan;Ironwood;46.4547;-90.171
US;Michigan;Marquette;46.5436;-87.3954
CA;Prince Edward Island;Souris;46.3501;-62.2486
US;Washington;Yakima;46.5926;-120.536
US;Washington;Sunnyside;46.3237;-120.009
US;Washington;Kennewick;46.2138;-119.161
US;Washington;Kennewick;46.2087;-119.12
US;Minnesota;Hawley;46.8808;-96.3167
US;Minnesota;Dilworth;46.8766;-96.7034
CA;Prince Edward Island;Three Rivers;46.1845;-62.5679
CA;Prince Edward Island;Montague;46.1668;-62.6487
CA;Quebec;Saint-Léonard-d'Aston;46.1072;-72.3735
CA;Quebec;Louiseville;46.2559;-72.9415
CA;Quebec;Trois-Rivières (Trois-Rivières-Ouest);46.3418;-72.623
CA;Ontario;Spanish;46.2001;-82.3498
CA;Ontario;Elliot Lake;46.3834;-82.6331
CA;Ontario;Blind River;46.1847;-82.954
CA;Ontario;Thessalon;46.2501;-83.5666
CA;Quebec;Québec (Sainte-Foy);46.7795;-71.3033
CA;Ontario;Lively;46.4334;-81.1497
CH;Ticino;Taverne;46.0612;8.92983
CH;Ticino;Camorino;46.1663;8.99374
UA;Mykolayiv Oblast;Mykolaiv;46.975;31.9946
RO;Harghita County;Bălan;46.6505;25.8083
RO;Harghita County;Lueta;46.2747;25.4914
RO;Bacău County;Faraoaní;46.4333;26.9
RO;Sibiu County;Ighișu Nou;46.1112;24.3492
RO;Harghita County;Odorheiu Secuiesc;46.305;25.2926
RO;Bacău County;Mărgineni;46.5876;26.851
RO;Cluj County;Baciu;46.8;23.5167
RO;Harghita County;Topliţa;46.9243;25.3519
RO;Bacău County;Dărmăneşti;46.3667;26.4833
RO;Bacău County;Comăneşti;46.4213;26.4364
RO;Hunedoara County;Bucureşci;46.1333;22.9
RO;Covasna County;Târgu Secuiesc;46.0006;26.1346
RO;Neamț County;Dodeni;46.9259;26.0928
RO;Cluj County;Huedin;46.8623;23.0218
RO;Harghita County;Cristuru Secuiesc;46.2833;25.0333
RO;Cluj County;Gilău;46.75;23.3833
RO;Cluj County;Apahida;46.8024;23.75
RO;Harghita County;Sâncrăieni;46.3121;25.8211
RO;Harghita County;Simoneşti;46.3333;25.1
RO;Vaslui County;Văleni;46.7464;27.7625
RO;Harghita County;Cristuru Secuiesc;46.2925;25.0317
RO;Harghita County;Sânsimion;46.25;25.8833
RO;Cluj County;Turda;46.5647;23.7971
RO;Mureș County;Albeşti;46.2331;24.8486
RO;Vrancea;Adjud;46.0991;27.1814
RO;Mureș County;Sovata;46.5833;25.0667
RO;Cluj County;Sânnicoară;46.7899;23.7257
CH;Bern;Thun;46.7989;7.70807
SI;Ljubljana;Ljubljana;46.0759;14.4845
SI;Ljubljana;Ljubljana;46.0833;14.4859
CH;Grisons;Chur;46.8499;9.53287
CH;Vaud;Morges;46.5113;6.49854
CH;Vaud;Moudon;46.6676;6.79781
CH;Fribourg;Kerzers;46.9759;7.1957
CH;Neuchâtel;Boudry;46.9499;6.83757
CH;Bern;Zollikofen;46.9991;7.45809
CH;Bern;Bowil;46.893;7.69757
CH;Geneva;Le Grand-Saconnex;46.2319;6.12091
CH;Neuchâtel;Neuchâtel;46.9918;6.931
CH;Fribourg;Villars-sur-Glâne;46.7905;7.11717
CH;Vaud;Romanel-sur-Lausanne;46.564;6.60538
CH;Neuchâtel;Gorgier;46.9014;6.77985
CH;Geneva;Onex;46.184;6.10237
CH;Vaud;Chavannes;46.53;6.57068
CH;Vaud;Crissier;46.5459;6.57567
CH;Ticino;Muralto;46.1732;8.80219
CH;Bern;Steffisburg;46.7781;7.63249
CH;Vaud;Écublens;46.529;6.56261
CH;Grisons;St. Moritz;46.4994;9.84327
CH;Bern;Gstaad;46.4721;7.28685
CH;Vaud;Belmont-sur-Lausanne;46.5189;6.67636
CH;Geneva;Troinex;46.1631;6.14745
CH;Geneva;Vernier;46.217;6.08497
RO;Mureș County;Hodac;46.7797;24.9367
RO;Mureș County;Ibănești-Pădure;46.7589;24.9868
SI;Ljubljana;Ljubljana;46.0511;14.5051
SI;Žiri;Žiri;46.0422;14.1072
SI;Bohinj Municipality;Bohinjska Bistrica;46.2722;13.9535
SI;Domžale;Domžale;46.1377;14.5937
SI;Gornja Radgona;Črešnjevci;46.6547;15.9958
SI;Jesenice;Jesenice;46.4306;14.0669
SI;Bled;Bled;46.3692;14.1136
SI;Radovljica;Lesce;46.3611;14.1578
SI;Mozirje;Mozirje;46.3394;14.9633
SI;Ljubljana;Spodnje Gameljne;46.1167;14.5
SI;Celje;Ljubečna;46.2557;15.3243
SI;Murska Sobota;Pušča;46.6557;16.139
SI;Ljubljana;Ljubljana;46.0865;14.4794
SI;Domžale;Dragomelj;46.0943;14.5568
SI;Majšperk;Majšperk;46.3517;15.7336
SI;Kranjska Gora;Kranjska Gora;46.4569;13.7782
SI;Celje;Celje;46.2309;15.2604
SI;Rogaška Slatina;Rogaška Slatina;46.2375;15.6397
SI;Radovljica;Radovljica;46.3444;14.1744
SI;Šoštanj;Florjan;46.3932;15.0091
SI;Kranjska Gora;Dovje;46.4686;13.972
SI;Žirovnica;Žirovnica;46.4047;14.14
SI;Dol pri Ljubljani;Dol pri Ljubljani;46.0886;14.6008
SI;Škofljica;Lavrica;46;14.5573
SI;Murska Sobota;Murska Sobota;46.6625;16.1664
SI;Turnišče;Renkovci;46.6367;16.3028
SI;Trbovlje;Trbovlje;46.155;15.0533
SI;Ljubljana;Srednje Gameljne;46.1295;14.5047
SI;Mengeš;Mengeš;46.1669;14.575
SI;Hajdina;Hajdoše;46.4329;15.8261
SI;Črenšovci;Gornja Bistrica;46.5667;16.2667
SI;Rečica ob Savinji;Rečica ob Savinji;46.3167;14.9167
SI;Velenje;Podkraj pri Velenju;46.3525;15.0892
SI;Žirovnica;Smokuč;46.3856;14.1647
SI;Solčava Municipality;Solčava;46.4194;14.6936
SI;Brezovica;Vnanje Gorice;46.0072;14.4219
SI;Turnišče;Gomilica;46.6033;16.3119
SI;Murska Sobota;Krog;46.6381;16.1414
SI;Šoštanj;Ravne;46.4141;15.0609
SI;Kungota;Gradiška;46.6173;15.648
SI;Apače;Apače;46.6972;15.9106
SI;Tolmin;Tolmin;46.183;13.7332
SI;Moravske Toplice;Moravske Toplice;46.6831;16.2208
SI;Turnišče;Turnišče;46.6278;16.3203
SI;Žirovnica;Breg;46.4;14.1333
SI;Tišina;Petanjci;46.6533;16.0661
SI;Žalec;Migojnice;46.2333;15.1667
SI;Zagorje ob Savi Municipality;Zagorje ob Savi;46.1318;14.9969
SI;Litija;Litija;46.0586;14.8225
SI;Horjul;Vrzdenec;46.0203;14.2708
SI;Velenje;Škale;46.3756;15.1047
RU;Rostov;Zernograd;46.8486;40.3116
HU;Zala County;Keszthely;46.7681;17.2432
HU;Zala County;Hévíz;46.7903;17.1841
HU;Zala County;Gyenesdiás;46.7706;17.2866
HU;Zala County;Keszthely;46.7647;17.2427
IT;Trentino-Alto Adige;Brennero - Brenner;46.9381;11.4425
IT;Trentino-Alto Adige;Vela;46.0824;11.1021
MD;Transnistria;Tiraspol;46.8482;29.5968
MD;Anenii Noi;Varniţa;46.8661;29.4664
MD;Transnistria;Tiraspol;46.8427;29.6291
CH;Valais;Sierre;46.283;7.53903
CH;Valais;Basse-Nendaz;46.1899;7.31209
CH;Valais;Bagnes;46.0833;7.21667
CH;Valais;Verbier;46.1002;7.22651
CH;Valais;Collombey;46.2738;6.94789
CH;Valais;Montana;46.3134;7.48839
CH;Valais;Orsières;46.029;7.14437
CH;Valais;Monthey;46.2545;6.95406
UA;Odessa;Odessa (Prymorsk Raion);46.472;30.7508
UA;Odesa;Odesa (Prymore District);46.4723;30.7382
UA;Odesa;Chornomorsk;46.2991;30.6553
FR;Bourgogne-Franche-Comté;Chauffailles;46.2073;4.33932
FR;Auvergne-Rhône-Alpes;Lapalisse;46.2483;3.63605
FR;Nouvelle-Aquitaine;Le Bois-Plage-en-Ré;46.1862;-1.39238
FR;Auvergne-Rhône-Alpes;Saint-Éloy-les-Mines;46.1605;2.83379
FR;Auvergne-Rhône-Alpes;Ville-en-Sallaz;46.145;6.42135
FR;Auvergne-Rhône-Alpes;Ville-la-Grand;46.203;6.2501
FR;Auvergne-Rhône-Alpes;Cranves-Sales;46.188;6.29903
FR;Nouvelle-Aquitaine;Cenon-sur-Vienne;46.7741;0.53663
FR;Nouvelle-Aquitaine;Saint-Benoît;46.5503;0.34177
FR;Nouvelle-Aquitaine;Fontaine-le-Comte;46.5314;0.26226
FR;Nouvelle-Aquitaine;Naintré;46.7629;0.48303
FR;Nouvelle-Aquitaine;Château-Garnier;46.2587;0.42529
FR;Nouvelle-Aquitaine;Antran;46.8549;0.54141
FR;Nouvelle-Aquitaine;Chasseneuil-du-Poitou;46.6513;0.37233
FR;Nouvelle-Aquitaine;Châtellerault;46.8171;0.54518
FR;Auvergne-Rhône-Alpes;Amancy;46.0729;6.3289
FR;Auvergne-Rhône-Alpes;Varennes-sur-Allier;46.3132;3.40147
FR;Auvergne-Rhône-Alpes;Abrest;46.0986;3.44461
FR;Auvergne-Rhône-Alpes;Viuz-en-Sallaz;46.1467;6.40781
FR;Auvergne-Rhône-Alpes;Les Gets;46.1552;6.66492
FR;Auvergne-Rhône-Alpes;Feigères;46.1123;6.07937
FR;Bourgogne-Franche-Comté;Nevers;46.9896;3.159
FR;Auvergne-Rhône-Alpes;Souvigny;46.5348;3.19205
FR;Auvergne-Rhône-Alpes;Quinssaines;46.3272;2.5104
FR;Auvergne-Rhône-Alpes;Néris-les-Bains;46.2869;2.65869
FR;Nouvelle-Aquitaine;Saint-Pierre-des-Échaubrognes;46.9892;-0.74444
FR;Nouvelle-Aquitaine;Exireuil;46.433;-0.19202
UA;Odessa;Teplodar;46.5028;30.3281
UA;Odesa;Teplodar;46.502;30.3226
UA;Odesa;Teplodar;46.5028;30.3281
CH;Nidwalden;Ennetbürgen;46.9842;8.41003
UA;Kherson;Kakhovka;46.8117;33.4902
CH;Ticino;Breganzona;46.0112;8.93606
CH;Ticino;Breganzona;46.0109;8.93576
CH;Ticino;Lamone;46.0425;8.93063
IT;Trentino-Alto Adige;Fondo;46.4388;11.1372
HR;Međimurje;Prelog;46.335;16.6156
HR;Krapina-Zagorje;Ciglenica Zagorska;46.0763;15.9211
HR;Međimurje;Nedelišće;46.3758;16.3875
HR;Međimurska;Prelog;46.3368;16.615
HR;Krapina-Zagorje;Ðurmanec;46.1964;15.8408
HR;Varaždin;Tuhovec;46.209;16.451
HU;Bekes County;Gyula;46.65;21.2833
HU;Csongrád;Kistelek;46.4725;19.9797
HU;Somogy County;Tab;46.7313;18.032
HU;Somogy County;Balatonszárszó;46.8295;17.8243
HU;Csongrád;Maroslele;46.2667;20.35
HU;Bekes County;Békéscsaba;46.6833;21.1
HU;Fejér;Enying;46.9305;18.242
HU;Bekes County;Szarvas;46.8667;20.55
HU;Bács-Kiskun;Kiskunfélegyháza;46.7121;19.8446
HU;Csongrád;Forráskút;46.3653;19.9097
HU;Vas County;Nádasd;46.9676;16.6114
HU;Vas County;Szentgotthárd;46.9526;16.2736
HU;Baranya;Pécsvárad;46.1603;18.4232
HU;Baranya;Pécs;46.0725;18.2308
HU;Baranya;Pellérd;46.0344;18.154
HU;Zala County;Zalaszentgrót;46.9447;17.0793
HU;Zala County;Vonyarcvashegy;46.7574;17.3117
HU;Bekes County;Battonya;46.2833;21.0167
HU;Veszprém;Sümeg;46.977;17.2821
HU;Tolna County;Paks;46.6221;18.8557
RU;Astrakhan Oblast;Astrakhan (Korp. 2);46.3398;48.0171
RU;Krasnodar Krai;Yeysk;46.7129;38.2741
RU;Krasnodar Krai;Starominskaya;46.5309;39.0516
UA;Zaporizhzhia;Rozivka;46.938;35.7757
UA;Odesa;Avanhard;46.4687;30.6155
HR;Međimurje;Donji Kraljevec;46.3697;16.6478
HR;Međimurje;Orehovica;46.3274;16.5096
HR;Koprivnica-Križevci;Križevci;46.0276;16.5511
HR;Međimurje;Belica;46.402;16.5187
HR;Koprivnica-Križevci;Novigrad Podravski;46.0781;16.9539
HR;Varaždin;Tužno;46.2545;16.2402
HR;Međimurje;Čakovec;46.3785;16.4461
IT;Friuli Venezia Giulia;Pontebba;46.5054;13.3062
IT;Piedmont;Beura-Cardezza;46.0796;8.29826
IT;Piedmont;Trasquera;46.2134;8.21271
IT;Lombardy;Colico;46.132;9.37714
CH;Geneva;Les Avanchets;46.2217;6.10814
CH;Vaud;Bussigny;46.5511;6.55597
CH;Bern;Kehrsatz;46.9104;7.47096
CH;Ticino;Bellinzona;46.1946;9.02441
CH;Geneva;Carouge;46.181;6.13921
CH;Fribourg;Vuadens;46.6155;7.01732
CH;Ticino;Lumino;46.2302;9.0642
CH;Bern;Köniz;46.9244;7.41457
CH;Fribourg;Matran;46.7859;7.09768
CH;Geneva;Chêne-Bougeries;46.1984;6.18642
CH;Vaud;Yverdon;46.7785;6.64115
CH;Valais;Baltschieder;46.3089;7.8657
CH;Valais;Brig;46.3167;7.98333
CH;Vaud;Échallens;46.6413;6.63317
CH;Valais;Gampel;46.316;7.7421
CH;Vaud;Lausanne;46.516;6.63282
CH;Fribourg;Marly;46.7761;7.16459
CH;Ticino;Massagno;46.0126;8.94354
CH;Fribourg;Düdingen;46.8492;7.1915
CH;Fribourg;La Tour-de-Trême;46.6106;7.06496
CH;Ticino;Sementina;46.1836;8.99162
CH;Vaud;Nyon;46.3832;6.23955
CH;Grisons;Thusis;46.6972;9.43938
CH;Bern;Ostermundigen;46.9569;7.49019
CH;Geneva;Thônex;46.1881;6.19904
CH;Vaud;Gland;46.4208;6.2701
CH;Vaud;Penthalaz;46.6108;6.52519
CH;Vaud;Renens;46.5399;6.5881
CH;Fribourg;Châtel-Saint-Denis;46.5269;6.90083
CH;Bern;Wohlen;46.9712;7.35685
CH;Geneva;Chêne-Bourg;46.1953;6.19406
CH;Geneva;Plan-les-Ouates;46.1679;6.11664
CH;Vaud;Aigle;46.3181;6.96457
CH;Ticino;Giubiasco;46.1725;9.00793
CH;Vaud;Prangins;46.3952;6.2496
CH;Nidwalden;Beckenried;46.9665;8.47575
CH;Grisons;Chur;46.8508;9.53199
IT;Trentino-Alto Adige;Tirolo;46.691;11.1543
IT;Trentino-Alto Adige;Freienfeld;46.8741;11.486
IT;Trentino-Alto Adige;Bolzano;46.4744;11.3239
IT;Trentino-Alto Adige;Glurns;46.6711;10.5568
IT;Trentino-Alto Adige;Marling;46.6526;11.1455
IT;Trentino-Alto Adige;Taufers im Münstertal;46.644;10.4633
RU;Krasnodar Krai;Staroshcherbinovskaya;46.6303;38.6638
RU;Krasnodar Krai;Krylovskaya;46.3211;39.9701
IT;Friuli Venezia Giulia;Udine;46.091;13.2303
IT;Friuli Venezia Giulia;Udine;46.0913;13.232
IT;Friuli Venezia Giulia;Udine;46.0711;13.2346
IT;Friuli Venezia Giulia;Montenars;46.2511;13.1694
IT;Friuli Venezia Giulia;Mereto di Tomba;46.0513;13.0443
IT;Trentino-Alto Adige;Zona Laurin;46.6782;11.1447
IT;Trentino-Alto Adige;Ravina;46.0394;11.1122
IT;Trentino-Alto Adige;Bruneck;46.7994;11.9343
IT;Trentino-Alto Adige;Laives;46.4268;11.3384
IT;Trentino-Alto Adige;Zambana;46.1517;11.0962
IT;Trentino-Alto Adige;Mattarello;46.0087;11.1298
IT;Trentino-Alto Adige;Albes;46.6766;11.6311
IT;Trentino-Alto Adige;Meano;46.1246;11.1176
IT;Lombardy;Morbegno;46.1372;9.57415
IT;Lombardy;Tirano;46.2148;10.1634
IT;Lombardy;Colico;46.1415;9.36968
IT;Trentino-Alto Adige;Bolzano;46.4967;11.3494
IT;Trentino-Alto Adige;Giustino;46.1433;10.7694
IT;Trentino-Alto Adige;Renon;46.5523;11.4314
IT;Trentino-Alto Adige;Toblach;46.726;12.2162
IT;Friuli Venezia Giulia;Aviano-Castello;46.0663;12.5833
IT;Friuli Venezia Giulia;Tarcento;46.215;13.2129
IT;Trentino-Alto Adige;Bruneck;46.8008;11.9331
IT;Trentino-Alto Adige;San Martino;46.811;12.2268
IT;Trentino-Alto Adige;Casteldarne;46.7986;11.8406
IT;Trentino-Alto Adige;Riscone;46.7769;11.9515
IT;Trentino-Alto Adige;St. Lorenzen;46.7851;11.9081
IT;Trentino-Alto Adige;Bruneck;46.8012;11.9334
IT;Trentino-Alto Adige;Mühlen in Taufers;46.8993;11.9432
IT;Trentino-Alto Adige;Lutago;46.9491;11.918
IT;Trentino-Alto Adige;Scena - Schenna;46.6901;11.1863
IT;Trentino-Alto Adige;Cadipietra;46.9958;11.9803
IT;Trentino-Alto Adige;Bruneck;46.8007;11.9331
IT;Trentino-Alto Adige;Riscone;46.7781;11.9312
IT;Trentino-Alto Adige;San Martino in Badia;46.6819;11.8969
CH;Bern;Bern (Innere Stadt);46.9467;7.457
IT;Trentino-Alto Adige;Innichen;46.7324;12.2786
IT;Trentino-Alto Adige;Bolzano;46.4949;11.3403
IT;Trentino-Alto Adige;Prati;46.9;11.4651
HR;Međimurje;Donji Vidovec;46.3292;16.7867
HR;Varaždin;Ludbreg;46.2519;16.6147
HR;Međimurje;Vučetinec;46.4389;16.3711
HR;Varaždin;Vinogradi Ludbreški;46.2345;16.629
IT;Friuli Venezia Giulia;Udine;46.0653;13.2373
IT;Friuli Venezia Giulia;Pasian di Prato;46.0501;13.1875
IT;Friuli Venezia Giulia;Passons;46.0764;13.1876
IT;Friuli Venezia Giulia;Pasian di Prato;46.0423;13.1835
CA;New Brunswick;Moncton;46.0878;-64.8394
CA;Quebec;Saint-Augustin-de-Desmaures;46.7514;-71.4608
CA;New Brunswick;Moncton;46.0863;-64.7813
CA;Quebec;Breakeyville;46.6804;-71.2233
CH;Grisons;Mastrils;46.9697;9.54463
US;Washington;Burbank;46.1999;-119.013
US;Michigan;Marquette;46.5596;-87.4068
US;Michigan;Marquette;46.5564;-87.4011
US;Michigan;Wakefield;46.4752;-89.9399
US;Michigan;Sault Ste. Marie;46.4945;-84.3598
US;Michigan;Marquette;46.5488;-87.4461
US;Washington;Walla Walla;46.0646;-118.343
US;Washington;Pasco;46.2683;-119.177
US;Washington;Toppenish;46.3745;-120.312
US;Washington;Yakima;46.5862;-120.561
US;Washington;Richland;46.2764;-119.277
US;Washington;Pasco;46.2685;-119.181
US;Washington;Wapato;46.4476;-120.42
US;Montana;Missoula;46.8721;-113.994
US;Montana;Missoula (Heart of Missoula);46.8704;-113.986
US;Montana;Helena;46.5728;-111.991
US;Montana;Stevensville;46.5214;-114.112
US;Michigan;Newberry;46.353;-85.5156
US;Washington;Ellensburg;46.9965;-120.548
US;Montana;Butte;46.06;-112.491
US;Wisconsin;Ashland;46.5924;-90.8838
US;Washington;Pasco;46.2396;-119.101
US;Montana;Helena;46.5891;-112.039
US;Montana;Hamilton;46.2471;-114.155
US;Montana;Townsend;46.3191;-111.521
FR;Pays de la Loire;Givrand;46.6713;-1.88561
CN;Heilongjiang;Tailai;46.39;123.408
CN;Heilongjiang;Sa’ertu;46.5858;125.095
CH;Vaud;Gland;46.4203;6.26988
CH;Vaud;Nyon;46.3837;6.21778
CH;Vaud;Eysins;46.3817;6.20695
CH;Vaud;Coppet;46.3168;6.19114
CH;Vaud;Eysins;46.3816;6.20888
CH;Vaud;Trélex;46.4154;6.20813
CH;Vaud;Gingins;46.4091;6.17809
FR;Pays de la Loire;Olonne-sur-Mer;46.5352;-1.77293
FR;Pays de la Loire;Jard-sur-Mer;46.4164;-1.57678
HU;Baranya;Komló (Mecsekjánosi Puszta);46.1905;18.2652
HU;Bekes County;Medgyesegyháza;46.5;21.0333
HU;Bekes County;Orosháza;46.5656;20.684
HU;Bekes County;Orosháza;46.5656;20.6842
FR;Centre-Val de Loire;Châteauroux;46.8117;1.68706
RS;Vojvodina;Subotica;46.1;19.6667
FR;Auvergne-Rhône-Alpes;Hautecourt-Romanèche;46.1604;5.41712
FR;Auvergne-Rhône-Alpes;Garnerans;46.2081;4.84199
FR;Auvergne-Rhône-Alpes;Bohas-Meyriat-Rignat;46.1597;5.38854
MD;Bender Municipality;Tighina;46.8316;29.4777
MD;Chișinău Municipality;Chisinau;46.9871;28.8659
MD;Chișinău Municipality;Chisinau;46.9899;28.8657
MD;Chișinău Municipality;Sîngera;46.9156;28.9667
